Produkt - Produkt,Kassationsårsag (ui),Stk. tøj per kassationsdato,Dage i cirkulation,Total antal vask,Unik Kode (ui),Kategori
27020 Cardigan uni full zip rød,Udgået Model,1,353,3,30155C97D461A6C0010EB10F,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,326,28,30155C97D461A6C0008957B5,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,312,23,30155C97D461A6C0008956F7,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,312,23,30155C97D461A6C000895A3A,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,312,19,30155C97D461A6C001141BD3,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,310,27,30155C97D461A6C000EA74D4,Andet
23193 Nederdel Mind,Alm.slid uden restværdi,1,309,4,30155C97D461A7C0022C511B,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,308,27,30155C97D461A6C000EE334F,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,306,10,30155C97D461A6C0009465C2,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,306,20,30155C97D461A6C001141CAC,Andet
"29400 Overtræk 2,5 cm skygge hvid",Misligholdt med restværdi,1,306,6,30155C97D461A6C001931656,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,305,29,30155C97D461A6C000EA76A3,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,305,25,30155C97D461A6C000EA76B4,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,305,16,30155C97D461A6C001141C99,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,305,27,30155C97D461A6C000895F13,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,301,30,30155C97D461A6C001141CF1,Andet
"29400 Overtræk 2,5 cm skygge hvid",Misligholdt med restværdi,1,301,6,30155C97D461A6C001931D4E,Andet
"29400 Overtræk 2,5 cm skygge hvid",Misligholdt med restværdi,1,301,7,30155C97D461A6C001931D63,Andet
"29400 Overtræk 2,5 cm skygge hvid",Misligholdt med restværdi,1,301,3,30155C97D461A6C001931DAB,Andet
"29400 Overtræk 2,5 cm skygge hvid",Misligholdt med restværdi,1,301,5,30155C97D461A6C001931DAF,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,300,4,30155C97D461A6C001B4A896,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,299,14,30155C97D461A6C0008958A1,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,298,18,30155C97D461A6C001141BF5,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,298,25,30155C97D461A6C000895E63,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,298,23,30155C97D461A6C000895FFB,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,298,21,30155C97D461A6C00160574E,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,296,18,30155C97D461A6C000EA74EF,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,296,19,30155C97D461A6C000EA7575,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,293,7,30155C97D461A6C001B4A6B1,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,293,9,30155C97D461A6C001B4A6D6,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,293,10,30155C97D461A6C001B4A6E8,Andet
12612 Cardigan m/kontra uni mblå,Alm.slid uden restværdi,1,292,3,30155C97D461A6C0010D7477,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,292,16,30155C97D461A6C000895961,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,292,20,30155C97D461A6C000895F51,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,292,21,30155C97D461A6C000EEB7DF,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,292,26,30155C97D461A6C000895FB1,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,289,20,30155C97D461A6C0008958A7,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,289,14,30155C97D461A6C0008958CF,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,289,14,30155C97D461A6C000895E47,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,289,21,30155C97D461A6C000946503,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,289,12,30155C97D461A6C0009466B4,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,289,11,30155C97D461A6C0009D4EC6,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,289,14,30155C97D461A6C000ACDF7B,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,289,23,30155C97D461A6C000EEB8B6,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,289,28,30155C97D461A6C000EEB8F8,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,289,25,30155C97D461A6C001605770,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,288,18,30155C97D461A6C000EE3382,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,286,14,30155C97D461A7C002335754,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,286,22,30155C97D461A6C00160579E,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,285,14,30155C97D461A6C000895F6B,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,284,7,30155C97D461A6C001B4A7DF,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Misligholdt med restværdi,1,279,9,30155C97D461A6C001CC10EB,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,278,20,30155C97D461A7C002334EFF,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,274,21,30155C97D461A6C0016056F6,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,274,25,30155C97D461A6C00160583D,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,272,21,30155C97D461A7C002163AAE,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,272,11,30155C97D461A7C002164264,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,271,19,30155C97D461A7C00216437E,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,270,24,30155C97D461A6C0016058C7,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,269,7,30155C97D461A6C0008956EB,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,268,23,30155C97D461A6C000EEB7EE,Andet
05035 Kasket Como P/B LH Navy,BTS fejl uden restværdi,1,264,3,000098701247,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,263,20,30155C97D461A6C0016056A4,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,256,23,30155C97D461A6C0016057FA,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,255,18,30155C97D461A6C0016056E4,Andet
12741 Cardigan m/kontra uni sort,Alm.slid uden restværdi,1,254,3,30155C97D461A6C000357592,Andet
01754 Rullekrave Bluse Hvid Bomuld,Misligholdt med restværdi,1,253,13,30155C97D461A6C0018F70BF,Andet
22318 Softshell Blackpool kl2 gu/m,BTS fejl uden restværdi,1,252,1,30155C97D461A4C000B94FC3,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,248,19,30155C97D461A6C001141C4B,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,243,6,30155C97D461A4C000D3FA42,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,243,7,30155C97D461A4C000D3FA8E,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,243,8,30155C97D461A4C000D3FA93,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,243,8,30155C97D461A4C000D3FB48,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,233,6,30155C97D461A7C000EA9902,Andet
12932 Tunika med kina krave hvid,BTS fejl uden restværdi,1,232,5,30155C97D461A7C0005EEFFF,Andet
24105 Bump Cap Aerolite marine 5cm,Alm.slid uden restværdi,1,227,2,30155C97D461A6C0019326FB,Andet
23969 Mascot Flex S3 - BOA,Misligholdt med restværdi,1,225,1,00D00AF01A41,Andet
11361 Tunika Dame med revers hvid,Misligeholdt pga blæk,1,219,11,30155C97D461A6C001A5545B,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,217,0,000098703196,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,217,0,000098703197,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,217,0,000098703198,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,217,0,000098703199,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,217,5,30155C97D461A6C001B4B99A,Andet
27362 Dame Fusion Shirt blue dark,Udgået Model,1,217,4,30155C97D461A6C001B4B9B9,Andet
26858 Tights lang Craft sort,Alm.slid uden restværdi,1,215,9,30155C97D461A6C0015B52F0,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,212,9,30155C97D461A6C001874F70,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,198,0,000098705608,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,198,0,000098705609,Andet
00591 Hovedtørklæde m.blå m.ela,Alm.slid uden restværdi,1,195,6,30155C97D461A6C001A49350,Andet
26003 Sikkerh.sko Move sort S1P,Misligholdt med restværdi,1,188,4,00D00AF00EEA,Andet
23197 Rygsæk 2 rum 40L sort,BTS fejl uden restværdi,1,184,0,30155C97D461A7C000E821D1,Andet
23197 Rygsæk 2 rum 40L sort,BTS fejl uden restværdi,1,184,0,30155C97D461A7C000E822AA,Andet
23197 Rygsæk 2 rum 40L sort,BTS fejl uden restværdi,1,184,0,30155C97D461A7C000E826FF,Andet
23197 Rygsæk 2 rum 40L sort,BTS fejl uden restværdi,1,184,0,30155C97D461A7C000E828AB,Andet
26003 Sikkerh.sko Move sort S1P,Misligholdt med restværdi,1,184,2,00D00AFF15E0,Andet
12612 Cardigan m/kontra uni mblå,Misligholdt med restværdi,1,179,2,00D00B655559,Andet
00591 Hovedtørklæde m.blå m.ela,Alm.slid uden restværdi,1,166,5,30155C97D461A6C001B27AFE,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,164,10,30155C97D461A6C0009FAA06,Andet
04154 Ben Dame M/Skrål HV P/B,Udgået Model,1,163,2,00D006B3AE7F,Andet
01754 Rullekrave Bluse Hvid Bomuld,Misligholdt med restværdi,1,156,4,30155C97D461A6C0018F3A82,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,155,9,30155C97D461A6C0009FAAC3,Andet
03424 Sandal R2 m/søm S1P,Misligholdt med restværdi,1,140,4,00D00AFF2094,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,136,9,30155C97D461A6C00160595F,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,136,6,30155C97D461A6C001605A25,Andet
11343 Sjælevarmer marine,Udgået Model,1,131,6,30155C97D461A7C00072C1AD,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,128,0,000098713469,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,128,0,000098713470,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,128,0,000098713471,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,128,0,000098713472,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,111,7,30155C97D461A6C000EEB809,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,109,4,30155C97D461A4C001009AC2,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,104,1,30155C97D461A4C000D556D8,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,102,2,30155C97D461A6C0018D42F6,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,102,2,30155C97D461A6C0018D4331,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,102,1,30155C97D461A6C0018D4394,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,102,1,30155C97D461A6C0018D43BF,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,102,1,30155C97D461A6C0018D43ED,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,102,1,30155C97D461A6C0018D4421,Andet
01754 Rullekrave Bluse Hvid Bomuld,Misligholdt med restværdi,1,95,4,30155C97D461A4C0010C6861,Andet
24105 Bump Cap Aerolite marine 5cm,Alm.slid uden restværdi,1,80,1,30155C97D461A6C00189F494,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,57,1,000098719568,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,52,1,000098719997,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,45,4,30155C97D461A6C000EEC22E,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,45,1,30155C97D461A6C00129E2CF,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,32,2,30155C97D461A6C00093C8D1,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,32,1,30155C97D461A6C00093C9C5,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,30,1,30155C97D461A4C00117E89F,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,30,1,30155C97D461A4C00117E8C1,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,23,2,30155C97D461A6C00114243B,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,23,2,30155C97D461A6C001605735,Andet
11523 Arb.Sko Sievi Roller S3,Alm.slid uden restværdi,1,12,0,00D00B64FDF3,Andet
26003 Sikkerh.sko Move sort S1P,Udgået Model,1,10,1,00D00B87050C,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,5,1,30155C97D461A6C000EEBEA7,Andet
04931 Knæpuder,BTS fejl uden restværdi,1,0,0,30155C97D461A4C000C259A5,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000042888604,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000043744640,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000043744657,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000043744664,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000043873135,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000043873388,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000045172342,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098086201,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098096592,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098096593,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098166882,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098166883,Andet
07545 Ov Mblå Bom Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098166884,Andet
07569 Ben Mblå P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098007575,Andet
07569 Ben Mblå P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098007576,Andet
07579 Ov Mblå P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098007579,Andet
07579 Ov Mblå P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098007580,Andet
07579 Ov Mblå P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098007581,Andet
11523 Arb.Sko Sievi Roller S3,"Kass. af RETUR,MINIMU,afmeld",1,0,0,00D00B65147E,Andet
13016 Striktrøje NAXOS blågr b/akr,Alm.slid uden restværdi,1,0,0,30155C97D461A4C00119154C,Andet
13016 Striktrøje NAXOS blågr b/akr,Alm.slid uden restværdi,1,0,0,30155C97D461A4C0011933E2,Andet
13655 Knickers Limnos sort p/b,BTS fejl uden restværdi,1,0,0,30155C97D461A7C000A98392,Andet
22309 Dame chino sort,Udgået Model,1,0,0,30155C97D461A6C00112AA6B,Andet
07569 Ben Mblå P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,6134,18,000043083596,Andet
07463 Ov Hvid Bom Knæ + Lårlom,"Kass. af RETUR,MINIMU,afmeld",1,6121,21,000043135998,Andet
07463 Ov Hvid Bom Knæ + Lårlom,"Kass. af RETUR,MINIMU,afmeld",1,6121,38,000043136001,Andet
07463 Ov Hvid Bom Knæ + Lårlom,"Kass. af RETUR,MINIMU,afmeld",1,6107,36,000043173402,Andet
07463 Ov Hvid Bom Knæ + Lårlom,"Kass. af RETUR,MINIMU,afmeld",1,6107,47,000043173419,Andet
07472 Ben Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,5858,21,000043722204,Andet
07472 Ben Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,5617,5,000044447113,Andet
07463 Ov Hvid Bom Knæ + Lårlom,"Kass. af RETUR,MINIMU,afmeld",1,5461,3,000045063749,Andet
07463 Ov Hvid Bom Knæ + Lårlom,"Kass. af RETUR,MINIMU,afmeld",1,5461,1,000045063756,Andet
07463 Ov Hvid Bom Knæ + Lårlom,"Kass. af RETUR,MINIMU,afmeld",1,4726,48,000098195253,Andet
07472 Ben Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,4531,16,000045564949,Andet
11343 Sjælevarmer marine,"Kass. af RETUR,MINIMU,afmeld",1,4334,36,00D00812B988,Andet
13016 Striktrøje NAXOS blågr b/akr,"Kass. af RETUR,MINIMU,afmeld",1,4306,2,000098269731,Andet
07492 Ov Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,4270,19,000098277450,Andet
07492 Ov Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,4270,23,000098277451,Andet
07492 Ov Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,4263,51,000098282395,Andet
07492 Ov Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,4249,24,000098284896,Andet
04101 Tunika K/Æ 3 Lom Hvid P/B,Alm.slid uden restværdi,1,4068,112,00D008731DED,Andet
07472 Ben Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,3941,18,000098323186,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3606,66,00D009239EEE,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3606,35,00D00923CEC9,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3606,38,00D0092440EA,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3606,38,00D0092452D9,Andet
13346 Hue Visby mblå,"Kass. af RETUR,MINIMU,afmeld",1,3606,51,00D00924473D,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3572,37,00D008FECE3F,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3572,44,00D009121646,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3572,56,00D00912518A,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,3570,34,00D008A9256F,Andet
07472 Ben Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,3531,9,000098378539,Andet
07513 Ben Mblå Bom Knæ + Lårlom,"Kass. af RETUR,MINIMU,afmeld",1,3506,21,000098382923,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3489,60,00D0099905E9,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,3439,15,00D00211D1F0,Andet
11343 Sjælevarmer marine,"Kass. af RETUR,MINIMU,afmeld",1,3400,26,00D009825F2A,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3351,16,00D008FE7C8F,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3351,29,00D00912496D,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3351,46,00D009124BE0,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,3332,29,00D009820FAD,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3311,29,00D00911E175,Andet
07492 Ov Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,3300,11,000098409542,Andet
07492 Ov Hvid P/B Knæ + Lårlomme,"Kass. af RETUR,MINIMU,afmeld",1,3300,17,000098409543,Andet
13016 Striktrøje NAXOS blågr b/akr,Udgået Model,1,3262,3,00D009967C9B,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3248,31,00D0098764C3,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3248,37,00D009877374,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3247,59,00D009876601,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,3247,45,00D009897A51,Andet
13346 Hue Visby mblå,"Kass. af RETUR,MINIMU,afmeld",1,3218,49,00D00911D29B,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,3142,32,00D0098A61E3,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,3142,24,00D0098A689C,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,3136,19,00D0098A547C,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,3136,16,00D0098A630D,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,3136,13,00D009B2D572,Andet
13016 Striktrøje NAXOS blågr b/akr,Udgået Model,1,3059,3,00D009965F3C,Andet
13016 Striktrøje NAXOS blågr b/akr,Udgået Model,1,3059,3,00D009966FD9,Andet
13016 Striktrøje NAXOS blågr b/akr,Udgået Model,1,3059,2,00D00996732E,Andet
07363 Kalot Sort p/b CC,Alm.slid uden restværdi,1,3050,13,00D009C1859C,Andet
07363 Kalot Sort p/b CC,Alm.slid uden restværdi,1,3048,6,00D009C16064,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,3039,2,00D009C2457F,Andet
09573 Hue - Vask af Privat,"Kass. af RETUR,MINIMU,afmeld",1,3012,0,000098452134,Andet
09573 Hue - Vask af Privat,"Kass. af RETUR,MINIMU,afmeld",1,3012,0,000098452135,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,2974,23,000098449895,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,2960,11,000098449896,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,2879,9,000098472795,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2872,41,00D009247BF3,Andet
07044 Kasket Mdgrøn M/Net P/B,Alm.slid uden restværdi,1,2856,25,00D0087BD293,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2850,28,00D00921D38A,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2850,35,00D00953DD8B,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2850,40,00D0098BCEF5,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2850,49,00D0099D1ACB,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2850,41,00D00A434BC5,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2845,36,00D00A435FA9,Andet
13346 Hue Visby mblå,"Kass. af RETUR,MINIMU,afmeld",1,2845,33,00D00A431EB9,Andet
13346 Hue Visby mblå,"Kass. af RETUR,MINIMU,afmeld",1,2845,52,00D00A432CEC,Andet
13346 Hue Visby mblå,"Kass. af RETUR,MINIMU,afmeld",1,2845,32,00D00A432ECB,Andet
13346 Hue Visby mblå,"Kass. af RETUR,MINIMU,afmeld",1,2845,50,00D00A4361B0,Andet
13346 Hue Visby mblå,"Kass. af RETUR,MINIMU,afmeld",1,2845,33,00D00A436917,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2809,36,00D00A565AE3,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2809,35,00D00A566196,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2809,20,00D00A5667C3,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2809,33,00D00A57236B,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,2694,10,000098449894,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,2664,10,00D009C2D413,Andet
11343 Sjælevarmer marine,BTS fejl uden restværdi,1,2616,60,00D009B2C100,Andet
11343 Sjælevarmer marine,"Kass. af RETUR,MINIMU,afmeld",1,2610,28,30155C97D461A7C00050EB8E,Andet
11343 Sjælevarmer marine,"Kass. af RETUR,MINIMU,afmeld",1,2610,29,30155C97D461A7C00050EBBB,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2480,20,30155C97D461A7C0009FFE08,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2480,27,30155C97D461A7C0009FFE49,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2480,23,30155C97D461A7C0009FFE50,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2480,39,30155C97D461A7C0009FFE8F,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2480,41,30155C97D461A7C0009FFF10,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2480,15,30155C97D461A7C0009FFF17,Andet
13345 Halsedisse Kalmar mblå,"Kass. af RETUR,MINIMU,afmeld",1,2480,32,30155C97D461A7C0009FFF1C,Andet
