Produkt - Produkt,Kassationsårsag (ui),Stk. tøj per kassationsdato,Dage i cirkulation,Total antal vask,Unik Kode (ui),Kategori
11343 Sjælevarmer marine,Alm.slid uden restværdi,1,1847,14,00D009B2A917,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1839,34,30155C97D461A7C0010A37BC,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1837,100,30155C97D461A7C0011A4066,Andet
23188 Nederdel Cheans,Udgået Model,1,1836,2,30155C97D461A7C000EB4DA5,Andet
23188 Nederdel Cheans,Udgået Model,1,1835,2,30155C97D461A7C000EB4EA1,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1834,37,30155C97D461A7C000EA8F63,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1834,41,30155C97D461A7C0011A34AC,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1832,79,30155C97D461A7C0011A3578,Andet
23197 Rygsæk 2 rum 40L sort,Videresalg til andre BTS afdelinger,1,1832,1,30155C97D461A7C000CBF96B,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1830,16,30155C97D461A7C000D5C985,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1826,103,30155C97D461A7C000EB6BD0,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1823,46,30155C97D461A7C000EA9592,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1816,27,30155C97D461A7C000EA94A8,Andet
23188 Nederdel Cheans,Bortkommet med restværdi,1,1816,106,30155C97D461A7C000912443,Andet
23188 Nederdel Cheans,Bortkommet med restværdi,1,1816,102,30155C97D461A7C000EB83B0,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1813,46,30155C97D461A7C0011A388F,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1812,108,30155C97D461A7C0010A2D15,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1810,82,30155C97D461A7C0011A2A8C,Andet
23188 Nederdel Cheans,Udgået Model,1,1809,21,30155C97D461A7C0010A3B7A,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1805,50,30155C97D461A7C000EA91C3,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1800,5,30155C97D461A7C0011A419D,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1795,40,30155C97D461A7C0011A3404,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1788,53,30155C97D461A7C000F7CE5A,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1781,24,30155C97D461A7C0011A46F3,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1780,68,30155C97D461A7C000EA9343,Andet
24115 Bælte Flamestat sort,"Kass. af RETUR,MINIMU,afmeld",1,1780,1,30155C97D461A7C0014F8480,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1774,62,30155C97D461A7C000EA87A1,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1773,42,30155C97D461A7C0011A49AB,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1766,14,30155C97D461A7C000F82A88,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1764,49,30155C97D461A7C0011A4060,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1763,47,30155C97D461A7C000F7F63D,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1761,29,30155C97D461A7C000EA9266,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1760,22,30155C97D461A7C000F829D3,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1759,34,30155C97D461A7C0011A360D,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1759,7,30155C97D461A7C000EA8F7E,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1756,38,30155C97D461A7C0011A4CCC,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1756,11,30155C97D461A7C000D5D914,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1747,47,30155C97D461A7C0010A3857,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1746,25,30155C97D461A7C000EA88BA,Andet
23188 Nederdel Cheans,Udgået Model,1,1743,95,30155C97D461A7C0010A4282,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1741,46,30155C97D461A7C0011A43B3,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1736,33,30155C97D461A7C0011A2AD9,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1735,53,30155C97D461A7C000BBE641,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1735,85,30155C97D461A7C000BBE728,Andet
04101 Tunika K/Æ 3 Lom Hvid P/B,"Kass. af RETUR,MINIMU,afmeld",1,1732,56,30155C97D461A7C001C30443,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1730,18,30155C97D461A7C0010A2D2A,Andet
23188 Nederdel Cheans,Alm.slid uden restværdi,1,1730,33,30155C97D461A7C000EB4E80,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1724,36,30155C97D461A7C000EA928F,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1723,50,30155C97D461A7C00109BDFE,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,4,30155C97D461A7C001C75A16,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,1,30155C97D461A7C001C75A2C,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,2,30155C97D461A7C001C75A65,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,1,30155C97D461A7C001C75A66,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,5,30155C97D461A7C001C75A88,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,10,30155C97D461A7C001C75ABB,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,1,30155C97D461A7C001C75AF3,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,10,30155C97D461A7C001C75AF6,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,8,30155C97D461A7C001C75B17,Andet
07363 Kalot Sort p/b CC,BTS fejl uden restværdi,1,1722,1,30155C97D461A7C001C75B76,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1721,59,30155C97D461A7C000EA93BC,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1720,54,30155C97D461A7C000EB6A53,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1719,14,30155C97D461A7C0011A3EE1,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1719,17,30155C97D461A7C0011A3FDE,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1719,19,30155C97D461A7C0011A4157,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1716,77,30155C97D461A7C0011A3619,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1713,20,30155C97D461A7C0011A42B8,Andet
25116 Mulepose HKScan marine,Alm.slid uden restværdi,1,1712,121,30155C97D461A7C001C70E8B,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1711,16,30155C97D461A7C000D5D02C,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1707,61,30155C97D461A7C000F7F4BF,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,1704,86,30155C97D461A7C001C70C20,Andet
22569 Termoundertrøje zip-hals sort,Misligeholdt pga blæk,1,1703,90,30155C97D461A7C001C70BC5,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1703,52,30155C97D461A7C000EA93D7,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1697,6,30155C97D461A7C0011A3F49,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1694,24,30155C97D461A7C00109B7D5,Andet
09886 Kokkeja tryk k/æ bordeaux,Udgået Model,1,1693,111,30155C97D461A7C0010D4D97,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1683,9,30155C97D461A7C000F7F635,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1680,30,30155C97D461A7C000EA891B,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1680,53,30155C97D461A7C000D5CF16,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1680,30,30155C97D461A7C000EA89E4,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1680,27,30155C97D461A7C000EA9144,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1677,73,30155C97D461A7C000EB5CF6,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1675,114,30155C97D461A7C000D5CA29,Andet
23188 Nederdel Cheans,Alm.slid uden restværdi,1,1665,56,30155C97D461A7C0010A3C6D,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1661,8,30155C97D461A7C0011A46D7,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1661,7,30155C97D461A7C0011A471C,Andet
23188 Nederdel Cheans,Alm.slid uden restværdi,1,1658,3,30155C97D461A7C0011CA2F2,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1655,127,30155C97D461A7C0011A4D1C,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1654,42,30155C97D461A7C0010A2C6D,Andet
09886 Kokkeja tryk k/æ bordeaux,Udgået Model,1,1653,102,30155C97D461A7C00110E31D,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1653,15,30155C97D461A7C000EA88AE,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1651,42,30155C97D461A7C000F82B3D,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1644,70,30155C97D461A7C0010A3819,Andet
09573 Hue - Vask af Privat,"Kass. af RETUR,MINIMU,afmeld",1,1637,1,000098589700,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1636,81,30155C97D461A7C0011A3A7F,Andet
"29672 Softshell Galaxy, Sort/grå",BTS fejl uden restværdi,1,1633,0,00172462,Andet
"29672 Softshell Galaxy, Sort/grå",BTS fejl uden restværdi,1,1633,0,00172463,Andet
"29672 Softshell Galaxy, Sort/grå",BTS fejl uden restværdi,1,1633,0,00172625,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1632,19,30155C97D461A7C000EA8A5B,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1632,43,30155C97D461A7C000F7CFA5,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1632,97,30155C97D461A7C00109BE4C,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1632,97,30155C97D461A7C00109BEDE,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1630,26,30155C97D461A7C000F7CDBE,Andet
04581 Vinterkedeldaragt Marine,BTS fejl uden restværdi,1,1626,0,00173887,Andet
13789 Softshell Tampa sort Indust,BTS fejl uden restværdi,1,1626,0,00173883,Andet
13789 Softshell Tampa sort Indust,BTS fejl uden restværdi,1,1626,0,00173884,Andet
22318 Softshell Blackpool kl2 gu/m,"Kass. af RETUR,MINIMU,afmeld",1,1611,3,30155C97D461A7C002035AA3,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1610,46,30155C97D461A7C0011A4401,Andet
10243 Strikketrøje vask,"Kass. af RETUR,MINIMU,afmeld",1,1605,1,000098594083,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1605,25,30155C97D461A7C000F7D052,Andet
23059 Arb.sko Vinterst AlaskaXL S3,BTS fejl uden restværdi,1,1582,1,00D00AE376F5,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1577,8,30155C97D461A7C000EA97E5,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1566,82,30155C97D461A7C000C1CDEE,Andet
01754 Rullekrave Bluse Hvid Bomuld,Misligholdt med restværdi,1,1561,55,30155C97D461A7C00203A13B,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1550,24,30155C97D461A7C000BBE6B8,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1550,29,30155C97D461A7C0011A4A8D,Andet
10243 Strikketrøje vask,"Kass. af RETUR,MINIMU,afmeld",1,1543,6,000098599463,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,1542,1,000098449710,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1540,85,30155C97D461A7C000EB6B19,Andet
09791 Tunika Lyseblå Kort Ærme P/B,"Kass. af RETUR,MINIMU,afmeld",1,1529,18,30155C97D461A7C0020BBF21,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1527,13,30155C97D461A7C0011A36EF,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1526,1,30155C97D461A7C000F7CFC4,Andet
23188 Nederdel Cheans,Udgået Model,1,1484,86,30155C97D461A7C000EB82EC,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1483,41,30155C97D461A7C0010A3C57,Andet
23197 Rygsæk 2 rum 40L sort,Bortkommet med restværdi,1,1481,2,30155C97D461A7C000EA6B9B,Andet
23188 Nederdel Cheans,Alm.slid uden restværdi,1,1476,41,30155C97D461A7C0010A3422,Andet
23188 Nederdel Cheans,Alm.slid uden restværdi,1,1476,39,30155C97D461A7C0010A3C41,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1464,31,30155C97D461A7C000F7D0EB,Andet
25020 Balaclava Flame sort,Misligholdt med restværdi,1,1437,1,30155C97D461A7C001FC3C5A,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1432,50,30155C97D461A7C0011A34EE,Andet
22238 Strikbluse m V herre Scania,Misligholdt med restværdi,1,1406,7,30155C97D461A7C00148A062,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1389,2,30155C97D461A7C0010A2B86,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1389,2,30155C97D461A7C0010A2BC9,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1389,2,30155C97D461A7C0011A43E1,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1389,2,30155C97D461A7C0011A44F2,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1383,22,30155C97D461A7C000F82A55,Andet
12741 Cardigan m/kontra uni sort,Bortkommet med restværdi,1,1382,14,30155C97D461A7C002284D4F,Andet
23193 Nederdel Mind,Bortkommet med restværdi,1,1380,5,30155C97D461A7C000ED705E,Andet
12741 Cardigan m/kontra uni sort,Udgået Model,1,1372,12,30155C97D461A7C002284DC4,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1372,1,30155C97D461A7C001E4C484,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1372,1,30155C97D461A7C001E4CB62,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Alm.slid uden restværdi,1,1359,64,30155C97D461A7C001FE923C,Andet
25389 Softshell Arla grøn/gul,Misligholdt med restværdi,1,1344,7,30155C97D461A7C001E9912D,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,6,30155C97D461A7C001E4C3B9,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,18,30155C97D461A7C001E4C3C7,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,22,30155C97D461A7C001E4C3FC,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,1,30155C97D461A7C001E4C42A,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,1,30155C97D461A7C001E4C4A6,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,17,30155C97D461A7C001E4C509,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,14,30155C97D461A7C001E4C532,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,2,30155C97D461A7C001E4C559,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,10,30155C97D461A7C001E4CA6C,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,25,30155C97D461A7C001E4CAEB,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,21,30155C97D461A7C001E4CB1D,Andet
25171 Hovedtørklæde navy pull-on,Bortkommet med restværdi,1,1332,1,30155C97D461A7C001E4CB7B,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1309,9,30155C97D461A7C000EA9941,Andet
25389 Softshell Arla grøn/gul,Misligholdt med restværdi,1,1308,20,30155C97D461A7C001E99370,Andet
04154 Ben Dame M/Skrål HV P/B,Alm.slid uden restværdi,1,1305,74,30155C97D461A7C001040FE2,Andet
04154 Ben Dame M/Skrål HV P/B,Alm.slid uden restværdi,1,1296,58,30155C97D461A7C001040FB2,Andet
04154 Ben Dame M/Skrål HV P/B,Alm.slid uden restværdi,1,1296,69,30155C97D461A7C001040FC9,Andet
04154 Ben Dame M/Skrål HV P/B,Alm.slid uden restværdi,1,1296,65,30155C97D461A7C001041091,Andet
04154 Ben Dame M/Skrål HV P/B,Alm.slid uden restværdi,1,1296,75,30155C97D461A7C0010410EF,Andet
04154 Ben Dame M/Skrål HV P/B,Alm.slid uden restværdi,1,1296,69,30155C97D461A7C00104117A,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1294,16,30155C97D461A7C0011A32BA,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1293,29,30155C97D461A7C0011A478C,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1292,47,30155C97D461A7C0011A4D15,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1286,70,30155C97D461A7C0011A36D1,Andet
01754 Rullekrave Bluse Hvid Bomuld,Misligholdt med restværdi,1,1276,58,30155C97D461A7C002765C15,Andet
04154 Ben Dame M/Skrål HV P/B,Alm.slid uden restværdi,1,1274,66,30155C97D461A7C0023D54D5,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1274,23,30155C97D461A7C000EA8D18,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1265,44,30155C97D461A7C0011A48F7,Andet
12612 Cardigan m/kontra uni mblå,"Kass. af RETUR,MINIMU,afmeld",1,1262,19,30155C97D461A7C0026704BB,Andet
12754 Cardigan m/kontras lady navy,Alm.slid uden restværdi,1,1252,44,30155C97D461A7C00266FF3C,Andet
12754 Cardigan m/kontras lady navy,Alm.slid uden restværdi,1,1251,39,30155C97D461A7C00229689C,Andet
12754 Cardigan m/kontras lady navy,Alm.slid uden restværdi,1,1246,47,30155C97D461A7C00229BF4E,Andet
12754 Cardigan m/kontras lady navy,Alm.slid uden restværdi,1,1242,55,30155C97D461A7C00229BF39,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1242,33,30155C97D461A7C0011A4283,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1232,135,30155C97D461A7C001EDD526,Andet
25389 Softshell Arla grøn/gul,Udgået Model,1,1231,11,30155C97D461A7C001FA4AAF,Andet
23071 Kalot m/net Sort CC,Alm.slid uden restværdi,1,1223,12,30155C97D461A7C002403035,Andet
23071 Kalot m/net Sort CC,Alm.slid uden restværdi,1,1223,28,30155C97D461A7C00299C212,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1220,84,30155C97D461A7C00233506C,Andet
22318 Softshell Blackpool kl2 gu/m,"Kass. af RETUR,MINIMU,afmeld",1,1214,1,30155C97D461A7C0026EA7FC,Andet
23188 Nederdel Cheans,Bortkommet med restværdi,1,1212,95,30155C97D461A7C000EB8292,Andet
04154 Ben Dame M/Skrål HV P/B,Misligholdt med restværdi,1,1208,65,30155C97D461A7C00264F95A,Andet
22321 Softshell Kiama kl2 gu/mblå,Misligholdt med restværdi,1,1206,1,30155C97D461A7C0026EC038,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,1205,44,30155C97D461A7C002402A16,Andet
12754 Cardigan m/kontras lady navy,Alm.slid uden restværdi,1,1203,51,30155C97D461A7C002295FEB,Andet
04154 Ben Dame M/Skrål HV P/B,BTS fejl uden restværdi,1,1202,66,30155C97D461A7C00264EF09,Andet
23197 Rygsæk 2 rum 40L sort,Bortkommet med restværdi,1,1202,4,30155C97D461A7C000E8288B,Andet
24616 Cardigan dame marine,Alm.slid uden restværdi,1,1202,11,30155C97D461A7C0023BEBB2,Andet
24616 Cardigan dame marine,Alm.slid uden restværdi,1,1202,10,30155C97D461A7C0023BEBC2,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,1194,20,30155C97D461A7C000EA86E1,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1192,7,30155C97D461A7C000EA982C,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1186,8,30155C97D461A7C000EA86BB,Andet
24616 Cardigan dame marine,Alm.slid uden restværdi,1,1186,1,30155C97D461A7C0023C8EF2,Andet
24616 Cardigan dame marine,Alm.slid uden restværdi,1,1186,1,30155C97D461A7C0023C8F03,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,1181,23,30155C97D461A7C0011A3A97,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,1168,53,30155C97D461A7C0011A46DC,Andet
24616 Cardigan dame marine,Alm.slid uden restværdi,1,1167,13,30155C97D461A7C00229707C,Andet
